UserID,WindowID,State,DegreeType,Major,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany
123889,4,0,2,15380,5,14,0,1,20
123958,4,9,1,0,3,5,0,0,0
124096,4,4,2,1003,6,11,0,0,0
124496,4,22,3,0,0,,2,0,0
124825,4,39,3,350,2,15,2,0,0
124843,4,24,1,26816,4,7,2,0,0
125480,4,9,1,712,8,20,0,0,0
126125,4,16,3,0,10,25,0,0,0
128035,4,4,3,26827,6,12,0,0,0
128337,4,27,2,11,8,11,2,0,0
128424,4,0,3,0,4,9,1,0,0
128754,4,16,2,51,3,11,0,0,0
129354,4,28,2,88,8,8,0,1,15
130343,4,18,4,6470,4,10,0,0,0
130531,4,0,1,1291,4,5,2,0,0
131719,4,11,2,33,5,19,0,0,0
132560,4,18,1,629,8,9,0,0,0
132639,4,22,2,21,9,27,0,0,0
133128,4,0,1,8,8,11,0,0,0
133620,4,9,3,0,4,12,0,0,0
133802,4,12,3,0,0,,1,0,0
134226,4,11,3,0,0,,2,1,3
136325,4,9,0,2,7,7,1,0,0
136464,4,4,0,5,0,,2,0,0
136865,4,17,3,0,3,13,2,0,0
137017,4,4,2,26878,5,12,0,0,0
137037,4,9,2,21,4,6,1,0,0
137551,4,16,0,0,7,14,0,0,0
138723,4,4,0,2,8,17,0,0,0
139165,4,10,0,26887,5,12,2,0,0
139478,4,17,2,26889,3,13,0,0,0
140816,4,4,2,5,7,14,0,0,0
141000,4,12,2,26903,3,18,0,1,20
141209,4,19,1,21,3,10,1,0,0
141601,4,19,1,21,5,13,2,0,0
142187,4,8,4,26907,4,13,0,0,0
142821,4,9,3,0,0,,2,1,106
143112,4,22,3,0,9,13,2,0,0
143298,4,0,5,26911,7,7,0,1,5
144167,4,5,4,26913,4,11,0,1,25
144601,4,2,2,51,4,13,0,0,0
144646,4,4,5,82,6,11,2,0,0
144685,4,9,0,2,5,7,2,0,0
144720,4,17,3,0,6,19,2,1,15
145002,4,27,3,1425,5,8,0,0,0
145325,4,9,1,26917,10,24,0,0,0
145332,4,18,3,15,3,6,0,0,0
145908,4,12,3,2528,10,35,0,0,0
145967,4,9,0,2,5,12,2,0,0
147742,4,4,3,0,3,12,2,1,35
148038,4,1,0,2,2,3,2,1,27
148497,4,9,1,9623,8,9,0,1,45
149045,4,10,5,26936,5,7,2,0,0
149718,4,19,0,1775,6,7,2,1,2
151447,4,4,0,2,4,13,2,0,0
152026,4,17,3,492,3,10,2,0,0
152287,4,17,0,2,6,21,0,0,0
153670,4,18,5,145,4,4,0,0,0
154736,4,17,2,1688,6,11,0,0,0
155303,4,17,1,21,4,6,0,1,15
155630,4,12,3,26961,8,19,0,0,0
156187,4,15,3,63,2,20,0,1,21
157652,4,22,3,0,1,0,0,0,0
157819,4,9,4,26967,3,10,0,1,5
159567,4,2,0,2,6,31,2,0,0
160111,4,0,4,26977,4,18,0,0,0
160115,4,16,4,26978,13,15,0,0,0
160830,4,16,2,467,8,12,2,0,0
160958,4,4,2,0,5,18,0,0,0
161176,4,17,2,71,4,16,2,0,0
162213,4,2,2,0,3,6,0,0,0
162255,4,24,4,792,5,10,2,0,0
162378,4,22,3,0,8,12,2,1,30
162397,4,19,1,26987,6,13,0,1,21
163119,4,26,2,961,5,13,0,1,50
163378,4,38,2,26999,7,13,2,1,10
163575,4,18,3,0,5,8,0,0,0
163850,4,14,3,0,6,14,2,1,10
163896,4,19,3,27001,6,11,0,0,0
164076,4,22,3,316,5,16,0,1,9
164498,4,18,3,0,5,7,2,1,5
164544,4,9,4,21,5,15,2,1,6
164889,4,15,2,4098,8,22,0,0,0
164993,4,22,1,0,5,12,2,0,0
165025,4,10,0,2,6,17,2,0,0
165098,4,9,3,0,5,16,0,0,0
165849,4,17,1,2658,6,15,2,1,6
165963,4,15,4,11,5,12,0,1,10
165998,4,2,3,0,2,2,0,0,0
166102,4,39,0,2,6,9,0,0,0
166216,4,41,3,0,0,,2,0,0
166915,4,16,2,51,7,8,0,0,0
168007,4,18,2,739,1,1,0,0,0
168153,4,17,1,732,2,6,0,0,0
168241,4,19,1,910,10,16,0,0,0
169865,4,9,6,27029,4,8,2,0,0
170039,4,17,3,0,5,9,2,0,0
170267,4,19,3,0,0,,2,1,15
170389,4,9,2,21,2,6,2,0,0
171795,4,13,2,45,8,17,0,0,0
171824,4,1,1,68,8,28,0,0,0
172079,4,4,4,68,5,23,0,0,0
172479,4,38,2,27051,5,9,2,0,0
172650,4,15,2,43,9,18,2,0,0
172854,4,8,3,0,6,18,0,1,60
173762,4,16,4,51,4,4,1,0,0
173822,4,7,3,0,1,6,2,1,6
173870,4,0,0,2,5,9,2,0,0
173974,4,0,3,4660,6,11,2,0,0
174342,4,39,5,27063,8,18,2,1,10
174922,4,16,3,0,5,22,0,0,0
175034,4,34,2,134,6,7,0,1,6
175790,4,17,0,2,3,10,0,1,15
175799,4,2,1,27071,5,16,0,0,0
176542,4,22,1,6292,8,15,0,1,20
177151,4,0,3,0,0,,2,0,0
177619,4,17,4,43,10,11,0,0,0
178433,4,9,4,27077,4,18,1,0,0
178453,4,8,2,128,2,9,0,0,0
178806,4,9,1,5,4,7,0,0,0
178939,4,5,2,568,6,10,1,0,0
179511,4,4,2,12566,6,18,0,1,23
180690,4,9,3,5971,3,11,0,1,10
181600,4,8,1,0,4,7,2,0,0
182409,4,9,0,329,5,10,2,0,0
182762,4,4,4,27094,3,5,2,1,2
184011,4,11,3,0,0,,2,0,0
184441,4,0,2,43,6,10,2,1,8
184795,4,4,3,179,5,12,2,0,0
185100,4,11,4,150,3,11,2,0,0
185204,4,11,2,241,3,26,1,0,0
185436,4,8,4,0,10,25,0,0,0
186159,4,17,2,0,7,12,0,0,0
186162,4,31,3,0,4,6,0,1,2
186545,4,11,0,2,7,17,2,0,0
186669,4,9,3,68,7,13,0,0,0
186731,4,12,2,9355,3,7,0,1,12
187561,4,22,0,2,5,0,0,0,0
188057,4,0,6,0,8,21,0,0,0
188086,4,4,2,27117,3,7,0,0,0
188252,4,16,4,0,5,4,2,0,0
188459,4,0,2,335,3,8,2,0,0
188738,4,16,1,27121,5,17,2,1,50
189025,4,5,3,114,4,14,0,0,0
189300,4,17,5,217,6,15,2,0,0
189479,4,2,2,265,3,6,2,0,0
189514,4,2,1,1645,8,10,2,1,20
190691,4,18,3,0,1,3,2,0,0
190823,4,3,3,0,0,,1,0,0
190939,4,9,2,11,5,10,0,1,5
191635,4,9,4,0,8,12,0,1,60
191901,4,17,0,2,4,7,2,0,0
191917,4,33,3,0,10,17,0,0,0
192571,4,2,0,0,1,12,0,0,0
192896,4,19,3,11185,4,11,0,1,3
192982,4,9,3,51,10,22,2,1,22
193861,4,39,4,27140,2,1,0,1,10
194052,4,9,1,668,2,9,0,1,10
194595,4,0,3,27146,5,16,2,0,0
194908,4,16,3,0,0,,2,1,99
194974,4,17,3,191,7,12,2,0,0
195589,4,9,2,51,9,24,0,0,0
195685,4,34,2,21,5,25,0,0,0
196026,4,4,2,575,6,12,0,0,0
196267,4,12,3,0,1,4,0,1,15
196569,4,0,0,27156,12,10,2,1,10
196995,4,17,4,370,7,15,0,0,0
197768,4,9,0,436,4,8,0,0,0
197868,4,18,2,51,4,5,2,0,0
198515,4,0,2,27165,8,17,0,0,0
198844,4,29,3,247,4,10,0,1,50
199019,4,16,0,2,5,12,2,0,0
199487,4,1,4,43,3,8,2,0,0
199588,4,0,0,0,8,9,0,1,65
200858,4,4,3,27171,6,7,0,0,0
200864,4,9,3,0,5,10,2,1,20
200974,4,41,2,27172,5,9,0,0,0
201089,4,9,0,2,5,8,2,0,0
201421,4,2,2,43,4,9,0,0,0
201811,4,18,2,51,0,,2,0,0
202006,4,39,0,2,3,5,0,0,0
202051,4,9,1,846,10,14,0,0,0
202394,4,12,2,4606,5,8,0,0,0
202754,4,4,2,775,6,30,0,0,0
202877,4,38,2,27178,5,13,0,0,0
202894,4,19,2,2033,7,6,0,1,500
203454,4,4,2,199,6,22,2,1,600
203989,4,19,0,2,4,8,0,0,0
204211,4,0,0,2,2,3,0,0,0
204343,4,12,0,2,9,13,0,0,0
204371,4,3,0,2,3,5,2,1,5
204565,4,29,0,2,4,10,2,0,0
206125,4,0,3,82,2,3,2,0,0
206182,4,39,0,2,8,12,2,1,6
206510,4,4,2,51,3,8,0,1,5
206585,4,33,4,10,9,10,2,0,0
206748,4,18,2,67,3,2,2,0,0
207506,4,18,1,541,5,7,1,0,0
209910,4,18,2,0,6,14,0,0,0
210061,4,9,0,25,2,7,2,1,3
210229,4,2,2,37,2,10,1,0,0
210715,4,9,4,9700,8,10,0,0,0
210776,4,18,0,1559,2,2,2,1,5
210791,4,14,0,2,7,11,0,0,0
210855,4,9,0,2,4,6,0,0,0
211340,4,4,2,746,4,15,0,0,0
212301,4,170,1,370,2,3,2,0,0
212413,4,19,2,1132,4,19,0,0,0
212558,4,17,2,15,5,7,2,0,0
212576,4,9,4,224,3,4,2,1,5
212763,4,15,0,0,3,2,0,1,6
213378,4,4,0,0,3,3,2,0,0
213428,4,8,0,2,1,10,2,0,0
213625,4,2,2,568,2,1,2,0,0
214162,4,9,4,438,7,10,0,0,0
214406,4,31,0,2,7,11,0,1,10
214445,4,4,1,16,4,13,0,0,0
214714,4,4,3,0,0,,2,0,0
215087,4,16,2,27217,1,0,1,0,0
215986,4,34,2,214,3,2,2,0,0
216727,4,16,3,40,4,6,1,0,0
216769,4,0,2,2532,4,9,0,0,0
217905,4,24,4,0,6,11,2,1,10
217978,4,28,0,2,3,9,2,1,5
218448,4,12,3,27231,2,2,2,0,0
218547,4,17,3,0,0,,1,0,0
219616,4,9,2,15,3,6,0,0,0
219961,4,4,3,51,3,20,2,1,10
220187,4,8,0,2,3,5,1,0,0
221574,4,4,4,145,7,23,2,1,6
221672,4,9,2,0,4,17,2,0,0
222045,4,10,1,19641,3,24,2,1,40
222426,4,33,0,2,6,7,0,0,0
223021,4,9,3,0,10,7,2,0,0
224438,4,11,1,21,3,4,1,0,0
225236,4,4,3,3333,9,10,0,0,0
225633,4,11,2,27259,8,11,1,0,0
226608,4,9,4,1895,3,5,2,0,0
227522,4,10,0,0,1,9,1,0,0
227997,4,27,3,430,1,3,2,1,10
228205,4,8,4,1828,4,2,2,0,0
228226,4,33,0,329,5,5,0,1,1
228459,4,15,4,27268,7,9,2,1,10
228777,4,19,3,15,5,3,2,0,0
228896,4,9,3,0,3,8,2,0,0
229883,4,2,4,43,4,14,2,0,0
230398,4,0,5,815,9,10,2,1,15
230592,4,11,3,0,5,3,2,0,0
231120,4,7,2,15,5,3,0,0,0
231145,4,18,0,2,6,27,2,0,0
231591,4,0,3,0,4,30,2,0,0
231645,4,17,0,114,3,9,2,0,0
232428,4,1,2,27287,4,29,2,1,40
232746,4,4,1,231,7,5,2,0,0
232789,4,7,2,214,5,5,2,1,3
233367,4,9,0,2,4,13,2,1,3
234231,4,9,4,1844,4,13,0,0,0
235115,4,10,3,433,4,4,2,0,0
235330,4,1,0,2,2,1,0,0,0
235350,4,18,2,4150,3,6,0,1,15
235544,4,2,2,145,2,6,0,0,0
236420,4,1,1,4740,2,4,2,0,0
236490,4,4,4,1355,5,23,1,0,0
236751,4,4,2,21,6,9,0,0,0
236982,4,9,2,21,4,5,0,0,0
237564,4,2,3,43,3,7,2,0,0
237817,4,11,4,286,9,13,0,1,50
238203,4,18,0,2,2,2,0,0,0
238439,4,4,2,114,2,12,1,0,0
238789,4,4,2,63,10,7,0,0,0
239542,4,14,4,27314,4,14,2,0,0
240409,4,9,2,6919,2,5,2,1,30
240951,4,9,2,63,4,18,0,0,0
242163,4,9,0,2,5,25,1,0,0
243045,4,15,3,27323,4,9,2,0,0
243122,4,1,3,285,2,2,2,0,0
243883,4,8,4,447,5,15,0,0,0
244387,4,34,2,21,5,22,0,0,0
244560,4,9,0,0,3,7,2,0,0
244630,4,23,4,51,3,7,2,0,0
244776,4,4,0,0,6,10,2,0,0
245267,4,13,2,51,2,12,2,0,0
245295,4,17,1,3764,5,8,0,0,0
245439,4,9,5,0,6,38,2,1,7
245715,4,16,1,76,11,20,0,1,100
246702,4,1,2,2062,2,7,1,0,0
246791,4,9,0,294,4,11,0,0,0
248528,4,4,3,0,5,8,0,0,0
248868,4,20,5,8167,2,3,2,1,8
250267,4,11,0,0,10,22,2,0,0
250415,4,2,1,71,3,7,2,0,0
250833,4,4,3,0,6,13,0,0,0
250996,4,17,2,0,2,7,1,0,0
251217,4,1,1,241,4,3,1,0,0
251421,4,13,0,2,7,5,0,0,0
251754,4,17,2,265,4,9,0,0,0
252028,4,15,0,72,3,13,2,1,50
252252,4,2,3,15076,5,13,0,0,0
253392,4,0,0,0,5,11,0,1,50
253403,4,13,2,27375,4,17,0,1,15
253783,4,9,5,0,5,6,2,1,10
255119,4,13,1,27384,5,7,0,0,0
255210,4,0,2,1362,3,9,0,0,0
255397,4,4,1,0,5,9,0,1,4
255534,4,9,3,0,3,9,0,1,10
255572,4,9,0,2,9,12,2,1,5
255630,4,15,3,0,9,20,0,0,0
256068,4,17,0,2,9,17,0,0,0
256188,4,4,3,419,4,9,0,0,0
256283,4,19,3,0,3,9,0,1,15
256614,4,0,3,0,5,12,0,1,5
257159,4,41,2,63,8,9,0,0,0
258562,4,16,4,27392,5,14,0,1,50
259383,4,18,1,356,6,7,0,1,152
259449,4,9,2,0,5,21,2,0,0
259718,4,4,0,19,5,10,1,0,0
259788,4,39,3,0,0,,1,0,0
260122,4,4,2,0,4,5,0,0,0
260202,4,8,0,27399,5,7,0,1,6
261582,4,16,2,0,6,9,2,1,20
262169,4,28,3,94,4,7,0,0,0
262353,4,4,3,692,5,17,0,0,0
262359,4,0,0,2,4,11,2,0,0
262549,4,5,0,2,4,17,2,1,5
262634,4,12,0,2,4,21,2,1,10
262774,4,4,0,0,6,11,0,0,0
262922,4,1,1,5,7,16,2,0,0
263373,4,10,3,329,0,,2,1,7
263714,4,16,3,14175,7,18,2,0,0
263926,4,2,3,0,7,14,0,1,10
264686,4,18,3,0,6,7,2,1,15
265148,4,17,3,0,4,5,2,0,0
265217,4,7,2,331,10,9,0,1,5
265805,4,11,0,2,4,14,2,0,0
265904,4,9,3,68,3,20,0,1,450
265960,4,4,0,354,9,7,0,1,4
266064,4,18,4,0,3,9,2,1,20
266657,4,9,2,27421,6,10,0,0,0
266754,4,19,4,27422,4,24,0,0,0
267371,4,7,3,0,6,13,1,0,0
267478,4,11,4,51,3,9,0,0,0
267579,4,4,3,858,5,15,0,1,5
267892,4,1,1,27429,2,2,2,1,6
268334,4,4,1,0,5,10,0,1,4
269011,4,7,3,0,3,2,2,1,5
269047,4,4,3,27433,7,19,2,0,0
269218,4,13,4,1622,5,10,2,0,0
269717,4,22,3,800,8,19,0,0,0
270198,4,0,2,357,5,7,0,1,20
271362,4,7,3,145,4,7,2,1,10
271432,4,18,3,71,4,11,0,0,0
271950,4,18,3,0,4,13,0,0,0
272135,4,9,0,2,5,13,0,0,0
272633,4,1,2,21,3,3,0,0,0
273183,4,9,1,21149,6,18,2,0,0
273296,4,16,0,2,7,9,2,0,0
273625,4,19,4,27451,4,4,0,0,0
273716,4,19,1,21,5,7,0,0,0
273959,4,11,3,0,0,,1,0,0
275025,4,9,0,507,4,4,0,0,0
275781,4,13,0,27459,6,17,0,1,4
276182,4,4,0,2,7,15,2,1,6
277020,4,1,3,217,2,5,0,1,5
277042,4,11,3,595,9,10,0,0,0
277833,4,15,0,27469,4,6,0,0,0
278520,4,12,3,0,5,5,0,0,0
279633,4,5,3,0,4,18,1,0,0
279878,4,4,3,288,4,8,2,0,0
280200,4,12,2,37,5,12,0,0,0
280283,4,13,0,2,10,11,0,0,0
281207,4,18,3,147,5,13,0,0,0
283257,4,2,3,0,3,6,2,0,0
283302,4,16,0,2,6,5,2,0,0
283739,4,22,0,746,3,11,0,1,8
284369,4,41,2,27492,7,7,0,0,0
284633,4,11,2,1355,7,24,0,0,0
284853,4,16,3,0,0,,1,0,0
286567,4,10,3,0,0,,2,1,15
286663,4,4,3,21,6,15,0,0,0
287324,4,1,2,21,4,18,2,0,0
288102,4,41,2,576,7,39,0,1,27
289203,4,4,2,27511,4,5,2,0,0
289397,4,9,3,82,2,4,0,0,0
289435,4,24,0,0,8,10,2,0,0
289528,4,10,3,1622,4,4,0,0,0
290242,4,39,4,0,0,,1,0,0
290542,4,5,0,2,2,18,1,0,0
291863,4,4,3,0,4,6,2,0,0
292536,4,0,4,27524,3,12,2,0,0
292816,4,11,3,352,6,7,2,0,0
293315,4,22,0,2,6,14,0,0,0
293516,4,10,4,68,6,12,2,1,3
293884,4,17,3,0,6,6,2,1,5
294186,4,2,2,27532,10,12,0,0,0
294566,4,16,4,143,3,13,0,1,20
296244,4,41,2,690,8,10,2,0,0
296330,4,9,4,44,7,8,0,1,20
296588,4,0,3,27542,4,7,2,1,2
298534,4,16,0,444,3,13,2,0,0
298865,4,4,2,44,4,7,0,1,25
298951,4,17,2,15,6,8,0,0,0
299494,4,0,0,2,1,4,0,1,5
299657,4,0,4,27551,7,7,2,0,0
300084,4,4,3,27552,4,8,2,0,0
300465,4,39,3,0,3,9,2,1,20
301133,4,4,3,0,6,6,0,0,0
301334,4,4,3,44,5,27,0,0,0
302297,4,9,2,2489,8,5,2,0,0
302353,4,10,3,0,4,12,2,0,0
302446,4,18,3,0,3,12,2,0,0
302908,4,22,3,27565,6,4,0,0,0
303005,4,14,2,11,1,3,0,0,0
303599,4,5,0,2,4,5,2,0,0
304071,4,4,0,2,4,9,0,0,0
304585,4,33,3,0,1,16,1,0,0
304958,4,2,4,27573,5,22,2,0,0
305540,4,24,2,7459,6,8,2,0,0
305751,4,10,2,11,4,4,2,0,0
306852,4,9,4,0,4,4,1,0,0
306956,4,9,4,1287,4,10,2,0,0
307657,4,17,3,7689,5,5,0,0,0
309060,4,5,2,21,2,3,2,0,0
309713,4,13,3,0,5,8,0,1,15
310239,4,11,3,0,2,6,0,0,0
310489,4,22,0,2,3,3,2,0,0
310649,4,14,0,0,1,0,2,0,0
310989,4,27,2,11,5,3,0,0,0
311067,4,9,3,27599,9,6,0,0,0
311293,4,12,2,3059,3,11,2,0,0
311951,4,1,0,2,10,32,2,0,0
311955,4,1,1,1406,3,2,2,0,0
312902,4,2,2,27604,3,5,0,0,0
313044,4,15,3,1414,1,3,1,0,0
313917,4,0,0,2108,2,3,0,0,0
314387,4,4,2,13677,4,7,0,0,0
314767,4,2,3,2689,6,8,2,0,0
315171,4,18,4,145,7,15,0,0,0
315247,4,17,0,2,3,4,0,0,0
315330,4,2,2,372,2,4,2,0,0
315683,4,18,0,2,4,7,0,0,0
315750,4,39,3,11811,5,6,0,0,0
315862,4,4,2,145,4,7,0,1,12
316498,4,9,0,0,3,3,2,1,100
316691,4,2,4,17780,3,4,0,0,0
317957,4,10,2,71,4,16,0,0,0
318536,4,16,2,21,3,17,0,0,0
318921,4,14,3,71,2,8,0,0,0
320182,4,1,3,0,2,1,2,0,0
320774,4,19,1,134,4,16,1,0,0
321271,4,5,1,5,2,3,0,0,0
321330,4,0,2,1020,7,11,2,0,0
321633,4,11,2,0,6,23,0,1,3
321711,4,17,2,27638,3,3,2,0,0
321866,4,13,4,1378,4,25,0,1,90
322745,4,0,4,0,6,12,0,0,0
323937,4,18,4,27654,1,1,2,0,0
324970,4,11,3,51,4,14,2,0,0
325715,4,20,4,0,5,15,0,0,0
325778,4,1,0,2,1,0,2,0,0
325980,4,8,3,0,5,18,2,0,0
326529,4,2,2,33,7,8,0,0,0
326540,4,0,2,3296,1,1,0,0,0
326861,4,0,3,82,5,13,0,0,0
326920,4,13,3,0,0,,2,0,0
327048,4,9,3,27668,3,6,2,0,0
327781,4,15,2,145,8,10,0,0,0
327836,4,41,3,0,0,,1,0,0
328075,4,19,2,21,10,15,0,0,0
328110,4,43,0,2,2,4,2,0,0
328143,4,10,1,57,7,15,0,1,20
328626,4,11,3,1782,2,1,2,0,0
329709,4,13,3,2787,5,5,2,1,15
329829,4,19,3,0,4,6,0,0,0
329941,4,4,4,4229,4,11,1,0,0
330108,4,20,3,0,4,18,0,0,0
330133,4,11,3,0,4,5,0,0,0
330436,4,15,3,0,3,4,2,0,0
330566,4,9,2,88,3,9,0,0,0
331233,4,2,3,27687,5,7,2,0,0
331657,4,10,4,3986,4,11,2,0,0
333105,4,8,2,27694,0,,2,0,0
334002,4,16,3,846,5,11,2,0,0
334408,4,15,0,2,4,4,2,0,0
335424,4,0,4,198,4,5,0,0,0
336024,4,8,2,0,3,7,0,0,0
336083,4,2,2,0,4,6,0,0,0
336237,4,2,2,27705,4,1,2,0,0
336662,4,4,3,0,8,9,0,0,0
337190,4,27,0,2,4,6,2,0,0
337459,4,4,4,145,3,18,2,0,0
337644,4,9,0,2,3,3,2,0,0
339064,4,39,0,2,7,9,0,0,0
340860,4,0,1,25459,4,22,2,0,0
340881,4,16,2,214,1,1,0,0,0
341122,4,4,3,0,9,9,0,0,0
341452,4,7,3,0,0,,1,0,0
341836,4,16,0,2,2,5,0,0,0
341879,4,9,2,3030,8,4,0,0,0
342040,4,39,2,27728,5,10,2,0,0
344147,4,9,4,68,1,2,0,0,0
344418,4,11,4,0,5,12,0,0,0
344432,4,10,0,2,4,6,2,0,0
345762,4,9,2,3512,3,3,0,1,2
345910,4,1,2,27744,6,12,0,1,180
346706,4,1,2,13769,10,20,0,0,0
348712,4,31,3,0,8,12,0,0,0
349587,4,0,3,0,6,6,2,0,0
349846,4,4,2,5266,5,16,0,0,0
350909,4,18,3,0,0,,1,0,0
352552,4,0,0,0,4,3,2,0,0
352619,4,12,0,2,4,9,2,0,0
353755,4,22,0,2,2,5,1,0,0
354743,4,11,4,51,4,6,2,0,0
354751,4,39,0,2,9,6,0,0,0
354810,4,29,0,2797,0,,2,0,0
354910,4,9,2,1415,7,10,2,0,0
355191,4,19,2,0,3,4,2,0,0
355322,4,9,3,27786,5,7,2,0,0
355767,4,1,2,21,6,9,2,0,0
355848,4,9,3,0,7,4,0,0,0
356427,4,9,0,2,5,6,2,0,0
356644,4,0,4,51,5,16,0,1,60
357455,4,17,2,8,4,5,0,0,0
358702,4,4,4,199,6,12,0,0,0
359047,4,0,2,0,8,7,2,0,0
359095,4,9,1,0,3,9,0,0,0
360089,4,2,3,0,0,,2,0,0
360221,4,9,0,2,4,4,2,0,0
360473,4,4,3,3492,3,6,2,0,0
360968,4,11,3,0,5,9,2,0,0
361000,4,3,2,8,2,4,0,0,0
361535,4,17,2,214,6,13,2,0,0
361878,4,7,3,21,4,8,0,0,0
361886,4,9,4,15,3,5,0,0,0
362058,4,4,0,2,3,4,0,0,0
362093,4,11,3,27804,3,23,0,0,0
362300,4,17,0,2,4,5,0,0,0
362878,4,39,3,0,1,4,0,0,0
363540,4,18,2,1470,9,26,1,0,0
363812,4,11,0,2,7,31,0,0,0
364045,4,172,1,27813,5,4,2,0,0
364155,4,17,0,2,3,11,2,0,0
364870,4,4,1,11,3,3,2,0,0
365207,4,10,4,114,3,8,1,0,0
365331,4,18,2,746,4,7,0,0,0
367422,4,1,1,11,5,14,0,1,22
367704,4,4,0,2,3,22,0,0,0
367782,4,10,3,19491,7,22,2,0,0
367994,4,17,2,1130,3,13,2,0,0
368128,4,18,2,308,0,,2,0,0
368189,4,1,0,2,6,6,0,0,0
368784,4,18,3,0,6,9,1,0,0
369532,4,15,0,27839,3,5,0,0,0
370135,4,4,2,1734,5,5,0,0,0
370648,4,34,3,888,3,10,0,1,3
370752,4,9,3,21,4,7,0,0,0
371774,4,2,1,27848,9,19,0,1,4
371837,4,0,0,133,4,2,2,0,0
372209,4,39,3,0,2,4,0,1,5
372413,4,0,0,2,10,27,2,0,0
373284,4,7,2,11,5,3,0,1,5
373405,4,4,2,214,9,24,0,0,0
373427,4,10,1,8565,6,30,0,1,75
374941,4,0,3,3832,4,6,0,0,0
375228,4,9,1,2532,7,14,0,0,0
376061,4,4,2,88,5,14,0,0,0
376079,4,4,1,16,5,9,0,1,10
376187,4,34,2,214,4,5,2,0,0
376272,4,2,2,51,3,4,0,0,0
377386,4,15,0,2,7,22,2,0,0
377452,4,12,4,21,9,17,0,1,20
377528,4,17,2,21,5,5,0,0,0
377736,4,0,2,27869,2,3,2,0,0
377964,4,13,0,19,4,7,0,1,17
378479,4,19,2,792,2,1,2,0,0
378824,4,0,3,40,7,10,2,1,1
380303,4,17,2,308,0,,1,0,0
380707,4,22,0,2,3,6,0,0,0
380785,4,17,1,712,9,13,0,0,0
380931,4,11,0,2,2,6,0,0,0
381892,4,0,3,611,2,17,2,0,0
382480,4,9,0,27890,5,13,2,1,11
382603,4,9,4,0,4,9,0,0,0
382950,4,2,2,8,7,112,1,0,0
383019,4,17,4,27893,3,4,1,0,0
383236,4,0,2,27896,4,7,0,0,0
383268,4,9,0,2,2,7,0,0,0
383782,4,16,4,11,3,9,0,0,0
383805,4,10,2,27900,2,11,0,0,0
383942,4,4,2,88,4,10,2,0,0
384061,4,9,3,0,7,12,0,0,0
384757,4,2,6,2554,4,6,0,1,3
385013,4,2,0,2,2,4,2,0,0
385443,4,28,0,2,4,4,0,0,0
385776,4,0,2,760,5,13,0,0,0
386035,4,4,0,2,0,,2,0,0
386544,4,12,0,2,2,8,2,0,0
386615,4,38,1,27911,2,1,2,0,0
386672,4,4,0,2,2,13,2,0,0
387339,4,9,0,2,3,6,0,0,0
387350,4,0,2,288,3,2,2,0,0
387424,4,18,2,27916,5,14,0,0,0
387620,4,22,0,2,3,10,0,0,0
387828,4,9,3,0,4,7,0,0,0
388152,4,14,3,217,5,9,2,0,0
388811,4,10,0,9546,6,19,0,1,12
389170,4,24,0,0,4,9,0,0,0
389854,4,0,1,0,6,7,0,0,0
390149,4,44,2,0,1,2,2,0,0
390251,4,4,2,2095,2,4,2,0,0
390321,4,12,0,2,2,5,2,0,0
390976,4,22,3,0,4,3,0,0,0
391168,4,12,3,0,4,19,1,0,0
391665,4,2,3,27926,6,8,2,0,0
391779,4,18,0,2,2,2,0,0,0
392169,4,1,3,0,5,47,2,0,0
392557,4,10,3,36,3,8,0,0,0
394052,4,1,3,2290,3,4,0,0,0
394283,4,33,0,2,10,12,0,1,25
394312,4,28,3,27935,5,24,0,0,0
394687,4,15,2,15,4,4,0,0,0
397900,4,0,2,0,1,21,2,0,0
398252,4,9,3,0,7,9,0,0,0
398381,4,9,2,0,5,9,2,0,0
398543,4,4,0,82,4,7,1,0,0
398666,4,19,5,27954,3,28,1,0,0
398929,4,17,2,214,3,2,2,0,0
399388,4,4,4,176,4,12,0,0,0
399940,4,17,2,88,4,11,2,1,12
402212,4,5,4,316,1,3,2,0,0
402492,4,4,4,6485,2,1,2,0,0
402561,4,4,0,2,5,13,0,0,0
402574,4,15,0,2,2,8,2,0,0
403023,4,12,3,0,2,1,0,0,0
403231,4,4,4,0,1,1,2,0,0
403257,4,17,0,2,3,2,0,0,0
403643,4,4,0,2,4,22,0,0,0
403661,4,12,4,690,3,10,1,0,0
403800,4,48,2,0,1,3,2,1,6
404671,4,9,3,0,3,6,0,0,0
405009,4,4,2,27986,4,4,0,0,0
405683,4,15,2,0,3,8,0,0,0
406195,4,16,0,2,9,12,0,0,0
406394,4,9,0,2,3,4,2,0,0
406428,4,16,2,21,6,17,2,0,0
406521,4,5,3,0,2,6,0,0,0
406547,4,4,0,2,5,8,2,0,0
406968,4,17,2,19,2,20,0,0,0
407279,4,0,1,0,2,7,1,0,0
407284,4,2,0,1172,4,11,0,1,8
408174,4,4,0,19,4,6,1,0,0
408269,4,19,3,1673,3,12,2,0,0
408386,4,1,2,27992,9,5,0,1,4
409309,4,7,3,4542,5,5,1,0,0
409338,4,9,5,27994,3,16,2,1,4
409722,4,17,0,2,4,14,0,0,0
